Años 1981-2014,ene,feb,mar,abr,may,jun,jul,ago,sept,oct,nov,dic
Promedio de Prec,0.182163188,0.1938675,0.403296395,2.352032059,3.631073529,4.164244608,4.921945731,6.402119165,5.634974412,4.401828083,2.492779706,0.748479791
