Años 1981-2014,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Promedio de Tmin,19.97,20.22,21.57,20.92,20.23,19.72,21.49,20.52,20.62,19.93,19.2,20.5,20.57,18.26,20.55,20.3,20.28,21.3,17.92,17.29,17.48,20.22,19.49,18.42,19.96,21.39,18.77,17.7,18.72,18.48,18.48,17.59,18.38,18.75
