Años 1981-2014,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Promedio de Tmax,30.64,31.1,31.98,30.46,30.71,31.8,32.68,31.75,31.81,32.03,31.61,31.32,31.57,32.56,31.56,31.44,32,32.3,32.23,32.12,32.98,32.84,32.86,32.01,31.22,30.92,32.48,32.29,32.74,32.52,31.67,31.25,32.50,32.98
