Años 1981-2014,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Temperatura Media,25.31,25.66,26.77,25.69,25.47,25.76,27.08,26.13,26.22,25.98,25.41,25.91,26.07,25.41,26.05,25.87,26.14,26.80,25.07,24.70,25.23,26.53,26.17,25.22,25.59,26.15,25.62,24.99,25.73,25.50,25.08,24.42,25.44,25.87
