Años,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Total de Prec,1596.7,910.1,1014.5,685,845.1,861.8,841.5,1646.8,959.3,806.8,1008.6,1547.9,1032.4,753.139,1004.6,994.4,900.4,1133.9,1610.6,816.2,723.1,807.4,1228.4,1015.7,1467.4,1069.4,1138.3,1090.9,827.6,1698.3,1314.2,1188.4,1207.9,1184.5
