Años 1981-2014,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Promedio de Rad,16.99,16.65,17.02,17.40,17.37,17.20,17.12,17.32,17.44,17.13,17.19,16.60,17.44,18.02,17.29,17.48,19.93,17.32,17.80,21.33,20.74,21.46,21.06,22.55,21.95,22.66,19.59,17.84,18.53,17.03,17.45,17.61,17.77,17.77
