Años,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Total de Eto,1596.0434,1688.6845,1678.2407,1742.9179,1694.3974,1707.5888,1738.6473,1680.7642,1735.1546,1702.7672,1663.8892,1644.6734,1720.5745,1733.684,1728.3834,1712.7308,1916.6819,1726.429,1676.0551,1947.9003,1902.0004,2001.2781,1967.205,2014.901,1983.0858,2106.2873,1871.1881,1719.6259,1832.5615,1589.8519,1635.0832,1687.547,1724.2045,1747.7363
