Años 1926-1983,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
Promedio de Precipitación,65.917,75.500,78.417,70.000,51.000,117.333,120.333,133.250,60.783,73.250,104.250,95.833,110.167,48.083,61.500,66.800,78.500,98.333,79.333,74.083,65.500,51.083,92.500,64.583,100.250,95.417,89.667,74.000,79.917,80.083,75.583,62.667,93.667,66.000,81.083,73.333,73.583,83.167,84.667,75.500,80.250,50.909,57.975,101.625,80.142,60.317,52.750,68.200,66.825,84.742,64.300,76.233,80.217,82.350,78.183,124.675,67.525,77.483
