Años 1981-2014,ene,feb,mar,abr,may,jun,jul,ago,sept,oct,nov,dic
Promedio de Eto,4.453923624,5.058769167,5.440898102,5.084980392,4.603844307,5.312668824,5.218702467,4.975057211,4.973770392,4.48615038,4.285655686,4.32439203
